Class ID,Preferred Label,Synonyms,Definitions,Obsolete,CUI,Semantic Types,Parents,_is_used_in_algorithm,_uses_technique,application_generates,applied_algorithm_has_input,bearer_of,correlates_with,decreased_in_magnitude_relative_to,definition,describes,different_in_magnitude_relative_to,directly_associated_with,empirically_validates,equation_is_part_of,function_of,generated_by_applying,has part,has_about,has_boolean_quality,has_constant,has_contentMathML,has_cross_section,has_disposition,has_dividend_entity,has_dividend_quality,has_divisor_entity,has_divisor_quality,has_endianity,has_enhanced_presentationMathML,has_function,has_input,has_invasiveness,has_latex_math,has_measurement_unit_label,has_output,has_parameter,has_part,has_part_equation,has_part_simstep,has_participant,has_policy,has_quality,has_quantitative_quality,has_ratio_quality,has_raw_presentationMathML,has_relative_magnitude,has_role,has_time_point,has_time_span,has_value,has_variable,http://data.bioontology.org/metadata/obo/part_of,http://data.bioontology.org/metadata/prefixIRI,http://data.bioontology.org/metadata/treeView,http://purl.org/dc/elements/1.1/contributor,http://purl.org/dc/elements/1.1/creator,http://purl.org/dc/elements/1.1/date,http://purl.org/dc/elements/1.1/description,http://purl.org/dc/elements/1.1/format,http://purl.org/dc/elements/1.1/identifier,http://purl.org/dc/elements/1.1/language,http://purl.org/dc/elements/1.1/publisher,http://purl.org/dc/elements/1.1/rights,http://purl.org/dc/elements/1.1/source,http://purl.org/dc/elements/1.1/title,http://www.geneontology.org/formats/oboInOwl#auto-generated-by,http://www.geneontology.org/formats/oboInOwl#comment,http://www.geneontology.org/formats/oboInOwl#date,http://www.geneontology.org/formats/oboInOwl#def,http://www.geneontology.org/formats/oboInOwl#exact_synonym,http://www.geneontology.org/formats/oboInOwl#format-version,http://www.geneontology.org/formats/oboInOwl#hasDefinition,http://www.geneontology.org/formats/oboInOwl#hasSynonym,http://www.geneontology.org/formats/oboInOwl#narrow_synonym,http://www.geneontology.org/formats/oboInOwl#ObsoleteProperty,http://www.geneontology.org/formats/oboInOwl#related_synonym,http://www.geneontology.org/formats/oboInOwl#replacedBy,http://www.geneontology.org/formats/oboInOwl#saved-by,http://www.w3.org/2000/01/rdf-schema#comment,http://www.w3.org/2000/01/rdf-schema#isDefinedBy,http://www.w3.org/2000/01/rdf-schema#label,http://www.w3.org/2000/01/rdf-schema#seeAlso,http://www.w3.org/2002/07/owl#topObjectProperty,http://www.w3.org/2002/07/owl#versionInfo,increased_in_magnitude_relative_to,inheres_in,inheres_in,initiates_process,inversely_associated_with,is_about,is_annotated_via,is_described_by,is_empirically_validated_by,is_initiated_by,is_input_of,is_input_of_applied,is_magnitude_of,is_mathematically_described_by,is_measurement_of,is_output_of,is_param_used_in,is_parameter,is_part_of,is_part_of_simulation,is_performed_by,is_performed_on,is_preceded_by,is_solved_using,is_unit_of,is_used_in,located_in,location_of,mathematically_describes,measurement_produces,part_of,participates_in,PMID,precedes,process_uses_param,quality_of,realized_by,reciprocal_of,searchable,similar_in_magnitude_relative_to,singly_occurring_form_of,solves_equation,towards,uses,value_calculated_using
http://purl.org/obo/owl/PATO#PATO_0002045,dendritic,dendroidal|dendriform|dendroid,,false,,,http://purl.org/obo/owl/PATO#PATO_0000402,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pato:PATO_0002045,,,,,,,,,,,http://purl.org/obo/owl/PATO#PATO_0002045,,,,,,dendroidal|dendriform|dendroid,,A branched quality inhering in a bearer by virtue of the bearer's having smaller branches arising from larger branches. Resembling a tree in branching structure.,,,,,,,,,dendritic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://purl.org/obo/owl/PATO#PATO_0002041,anterior-posterior diameter,,,false,,,http://purl.org/obo/owl/PATO#PATO_0001334,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pato:PATO_0002041,,,,,,,,,,,http://purl.org/obo/owl/PATO#PATO_0002041,,,,,,,,A diameter that is along the anterior-posterior axis.,,,,,,,,,anterior-posterior diameter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://purl.obolibrary.org/obo/CHEBI_119486,efavirenz,"(4S)-6-chloro-4-(cyclopropylethynyl)-4-(trifluoromethyl)-1,4-dihydro-2H-3,1-benzoxazin-2-one|EFV|Efavirenz","1,4-Dihydro-2H-3,1-benzoxazin-2-one substituted at the 4 position by cyclopropylethynyl and trifluoromethyl groups (S configuration) and at the 6 position by chlorine. A non-nucleoside reverse transcriptase inhibitor with activity against HIV, it is used with other antiretrovirals for combination therapy of HIV infection.

source: http://purl.obolibrary.org/obo/CHEBI_119486",false,,,http://www.co-ode.org/ontologies/galen#Drug,,,,,,,,"1,4-Dihydro-2H-3,1-benzoxazin-2-one substituted at the 4 position by cyclopropylethynyl and trifluoromethyl groups (S configuration) and at the 6 position by chlorine. A non-nucleoside reverse transcriptase inhibitor with activity against HIV, it is used with other antiretrovirals for combination therapy of HIV infection.

source: http://purl.obolibrary.org/obo/CHEBI_119486",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,obolibrary:CHEBI_119486,,,,,,,,,,,http://purl.obolibrary.org/obo/CHEBI_119486,,,,,,"(4S)-6-chloro-4-(cyclopropylethynyl)-4-(trifluoromethyl)-1,4-dihydro-2H-3,1-benzoxazin-2-one|EFV|Efavirenz",,,,,,,,,,,efavirenz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://purl.org/obo/owl/PATO#PATO_0000516,sensitive toward,sensitive,,false,,,http://purl.org/obo/owl/PATO#PATO_0000085,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pato:PATO_0000516,,,,,,,,,,,http://purl.org/obo/owl/PATO#PATO_0000516,,,,,,sensitive,,A quality inhering in a bearer by virtue of the bearer's having sensitivity toward an external stimulus.,,,,,,,,,sensitive toward,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
http://purl.org/obo/owl/PATO#PATO_0000515,tolerant to,tolerant,,false,,,http://purl.org/obo/owl/PATO#PATO_0001046,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pato:PATO_0000515,,,,,,,,,,,http://purl.org/obo/owl/PATO#PATO_0000515,,,,,,tolerant,,A resistance quality inhering in a bearer by virtue of its disposition to tolerate or being insensitive to a stimulus.,,,,,,,,,tolerant to,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://purl.org/obo/owl/PATO#PATO_0000513,insensitive toward,insensitive,,false,,,http://purl.org/obo/owl/PATO#PATO_0000085,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pato:PATO_0000513,,,,,,,,,,,http://purl.org/obo/owl/PATO#PATO_0000513,,,,,,insensitive,,A quality inhering in a bearer by virtue of the bearer's lacking sensitivity toward an external stimulus.,,,,,,,,,insensitive toward,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://purl.bioontology.org/ontology/MDR/10019111,Chemotherapy-induced acral erythema,hand-and-foot syndrome|palmar-plantar erythrodysesthesia|acral erythema|Burgdorf reaction|toxic erythema of the palms and soles|hand-foot syndrome|chemotherapy-induced AE|palmar-plantar erythema|peculiar AE|AE|HFS,"Chemotherapy-induced acral erythema (also known as ""palmar-plantar erythrodysesthesia"" or ""hand-foot syndrome"") is reddening, swelling, numbness and desquamation on palms and soles that can occur after chemotherapy in patients with cancer. These skin changes usually are well demarcated. Acral erythema typically disappears within a few weeks after discontinuation of the offending drug.[1] [2]

source: http://en.wikipedia.org/wiki/Palmar-plantar_erythrodysesthesia",false,,,http://purl.obolibrary.org/obo/OGMS_0000045,,,,,,,,"Chemotherapy-induced acral erythema (also known as ""palmar-plantar erythrodysesthesia"" or ""hand-foot syndrome"") is reddening, swelling, numbness and desquamation on palms and soles that can occur after chemotherapy in patients with cancer. These skin changes usually are well demarcated. Acral erythema typically disappears within a few weeks after discontinuation of the offending drug.[1] [2]

source: http://en.wikipedia.org/wiki/Palmar-plantar_erythrodysesthesia",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://purl.bioontology.org/ontology/MDR/10019111,,,,,,hand-and-foot syndrome|palmar-plantar erythrodysesthesia|acral erythema|Burgdorf reaction|toxic erythema of the palms and soles|hand-foot syndrome|chemotherapy-induced AE|palmar-plantar erythema|peculiar AE|AE|HFS,,,,,,,,,,,Chemotherapy-induced acral erythema,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://purl.org/obo/owl/PATO#PATO_0002271,decreased accumulation,,,false,,,http://purl.org/obo/owl/PATO#PATO_0002269,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pato:PATO_0002271,,,,,,,,,,,http://purl.org/obo/owl/PATO#PATO_0002271,,,,,,,,An accumulation which is relative low.,,,,,,,,,decreased accumulation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://purl.org/obo/owl/PATO#PATO_0002274,mottled,,,false,,,http://purl.org/obo/owl/PATO#PATO_0001533,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pato:PATO_0002274,,,,,,,,,,,http://purl.org/obo/owl/PATO#PATO_0002274,,,,,,,,"Multicolored quality inhering in a bearer by virtue of the bearer's being dappled with spots, patches, or blotches of different colors.",,,,,,,,,mottled,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://purl.org/obo/owl/PATO#PATO_0002278,articulated with,,,false,,,http://purl.org/obo/owl/PATO#PATO_0001961,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pato:PATO_0002278,,,,,,,,,,,http://purl.org/obo/owl/PATO#PATO_0002278,,,,,,,,A structural quality inhering in a bearer by virtue of the bearer's participating in a joint with another entity.,,,,,,,,,articulated with,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://purl.org/obo/owl/PATO#PATO_0002275,high contrast color pattern,,,false,,,http://purl.org/obo/owl/PATO#PATO_0000019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pato:PATO_0002275,,,,,,,,,,,http://purl.org/obo/owl/PATO#PATO_0002275,,,,,,,,A color pattern quality inhering in a bearer by virtue of the bearer's color pattern in which light and dark colors (for example white and black) are codistributed to create a visual impression.,,,,,,,,,high contrast color pattern,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://purl.org/obo/owl/PATO#PATO_0002273,marbled,,,false,,,http://purl.org/obo/owl/PATO#PATO_0001533,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pato:PATO_0002273,,,,,,,,,,,http://purl.org/obo/owl/PATO#PATO_0002273,,,,,,,,"Multicolored quality inhering in a bearer by virtue of the bearer's being colored with a variegated pattern resembling marble,.",,,,,,,,,marbled,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://purl.org/obo/owl/PATO#PATO_0002276,barred,,,false,,,http://purl.org/obo/owl/PATO#PATO_0001533,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pato:PATO_0002276,,,,,,,,,,,http://purl.org/obo/owl/PATO#PATO_0002276,,,,,,,,A color pattern inhering in a bearer by virtue of bearer's exhibiting vertical bars of one hue or degree of saturation crossing another.,,,,,,,,,barred,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://purl.org/obo/owl/PATO#PATO_0002272,parallel to,,,false,,,http://purl.org/obo/owl/PATO#PATO_0000140,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pato:PATO_0002272,,,,,,,,,,,http://purl.org/obo/owl/PATO#PATO_0002272,,,,,,,,A spatial quality inhering in a bearer by virtue of the bearer's being located at the same continuous distance relative to another object.,,,,Parallelization|parallelizing molecular dynamics simulations,,,,,parallel to,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://purl.org/obo/owl/PATO#PATO_0002270,increased accumulation,accumulated,,false,,,http://purl.org/obo/owl/PATO#PATO_0002269,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pato:PATO_0002270,,,,,,,,,,,http://purl.org/obo/owl/PATO#PATO_0002270,,,,,,accumulated,,An increased number of physical objects that are accumulated within another physical object usually as a result of a failure to break down or remove objects in a timely manner.,,,,,,,,,increased accumulation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://purl.org/obo/owl/PATO#PATO_0002277,iridescent,,,false,,,http://purl.org/obo/owl/PATO#PATO_0001615,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pato:PATO_0002277,,,,,,,,,,,http://purl.org/obo/owl/PATO#PATO_0002277,,,,,,,,A quality of certain surfaces which appear to change colour as the angle of view changes.,,,,,,,,,iridescent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://purl.org/obo/owl/PATO#PATO_0002279,tightly articulated with,,,false,,,http://purl.org/obo/owl/PATO#PATO_0002278,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pato:PATO_0002279,,,,,,,,,,,http://purl.org/obo/owl/PATO#PATO_0002279,,,,,,,,A structural quality inhering in a bearer by virtue of the bearer's being strongly articulated with another entity.,,,,,,,,,tightly articulated with,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://www.owl-ontologies.com/Ontology1215011013.owl#QualityScore,QAS quality score,QAS quality scores,"Scores attributed by the Quality Assurance Services to this resource
source: LHDL master ontology",false,,,http://purl.obofoundry.org/obo/IAO_0000027,,,,,,,,"Scores attributed by the Quality Assurance Services to this resource
source: LHDL master ontology",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lhdl:QualityScore,,,,,,,,,,,http://www.owl-ontologies.com/Ontology1215011013.owl#QualityScore|http://www.owl-ontologies.com/Ontology1215011013.owl#Quality,,,,,,QAS quality scores,,,,,,,,,,,QAS quality score,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://purl.obolibrary.org/obo/CL_0000000,cell,cell type|cell types|cells,"Anatomical structure that has as its parts a maximally connected cell compartment surrounded by a plasma membrane.
source: cell type ontology|linkout / placeholder for cell type ontology",false,,,http://www.ifomis.org/bfo/1.1/snap#Object,,,,,,,,"Anatomical structure that has as its parts a maximally connected cell compartment surrounded by a plasma membrane.
source: cell type ontology",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,obolibrary:CL_0000000,,,,,,,,,,,,,,,,,cell type|cell types|cells,,,,,,cellular level|cell-mediated|cellular scale|endocrine cell|endocrine cells|migrating tumor cells|cellular compartments|transmural cell types|mesenchymal|bone cell|bone cells|cellular,,,linkout / placeholder for cell type ontology,,cell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://www.ifomis.org/bfo/1.1/snap#ObjectBoundary,object_boundary,,"Examples: the surface of the skin, the surface of the earth, the surface of the interior of the stomach, the outer surface of a cell or cell wall|Definition: An independent continuant [snap:IndependentContinuant] that is a lower dimensional part of a spatial entity, normally a closed two-dimensional surface. Boundaries are those privileged parts of object [snap:Object] entities that exist at exactly the point where the object [snap:Object] is separated off from the rest of the existing entities in the world.|Comment: Boundaries are theoretically difficult entities to account for, however the intuitive notion of a physical boundary as a surface of some sort (whether inside or outside of a thing) will generally serve as a good guide for the use of this universal.|Synonyms: substance boundary",false,,,http://www.ifomis.org/bfo/1.1/snap#IndependentContinuant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,snap:ObjectBoundary,,,,,,,,,,,,,,,,,,,,,,,,,,"Examples: the surface of the skin, the surface of the earth, the surface of the interior of the stomach, the outer surface of a cell or cell wall|Definition: An independent continuant [snap:IndependentContinuant] that is a lower dimensional part of a spatial entity, normally a closed two-dimensional surface. Boundaries are those privileged parts of object [snap:Object] entities that exist at exactly the point where the object [snap:Object] is separated off from the rest of the existing entities in the world.|Comment: Boundaries are theoretically difficult entities to account for, however the intuitive notion of a physical boundary as a surface of some sort (whether inside or outside of a thing) will generally serve as a good guide for the use of this universal.|Synonyms: substance boundary",,object_boundary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://purl.org/obo/owl/GO#GO_0043335,protein unfolding,,"The process of assisting in the disassembly of non-covalent linkages in a protein or protein aggregate, often where the proteins are in a non-functional or denatured state.

source: http://purl.org/obo/owl/GO#GO_0043335",false,,,http://purl.org/obo/owl/GO#GO_0008152,,,,,,,,"The process of assisting in the disassembly of non-covalent linkages in a protein or protein aggregate, often where the proteins are in a non-functional or denatured state.

source: http://purl.org/obo/owl/GO#GO_0043335",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,go:GO_0043335,,,,,,,,,,,http://purl.org/obo/owl/GO#GO_0043335,,,,,,,,,,,,Force-induced unfolding simulations|protein folding|force-induced folding|folding,,,,,protein unfolding,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18220985,,,,,,,,,,,,
http://purl.org/obo/owlapi/kisao#KISAO_0000045,implicit tau-leaping based method,,"""Contrary to the (explicit) tau-leaping [KISAO:0000040], the implicit tau-leaping allows for much larger time-steps when simulating stiff systems.\nRathinam M, Petzold L R, Cao Y, Gillespie D T. Stiffness in stochastic chemically reacting systems: The implicit tau-leaping method. The Journal of Chemical Physics, Volume 119 (24), pages 12784-12794 (2003)."" [dk:12OCT2007]",false,,,http://purl.org/obo/owlapi/kisao#KISAO_0000083,,,,,,,,"""Contrary to the (explicit) tau-leaping [KISAO:0000040], the implicit tau-leaping allows for much larger time-steps when simulating stiff systems.\nRathinam M, Petzold L R, Cao Y, Gillespie D T. Stiffness in stochastic chemically reacting systems: The implicit tau-leaping method. The Journal of Chemical Physics, Volume 119 (24), pages 12784-12794 (2003)."" [dk:12OCT2007]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kisao:KISAO_0000045,,,,,,,,,,,,,,,,,,,,,,,,,,,,implicit tau-leaping based method,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://scai.fraunhofer.de/HuPSON#SCAIVPH_00001158,microcirculation,,"flow of blood in the entire system of finer vessels or microvasculature of the body.

source: NCI Metathesaurus",false,,,http://onto.eva.mpg.de/ontologies/gfo-bio.owl#Biological_function,,,,,,,,"flow of blood in the entire system of finer vessels or microvasculature of the body.

source: NCI Metathesaurus",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hupson:SCAIVPH_00001158,,,,,,,,,,,,,,,,,,,,,,,,,,,,microcirculation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://scai.fraunhofer.de/HuPSON#SCAIVPH_00001150,flowing,,change of position of a fluid or air,false,,,http://scai.fraunhofer.de/HuPSON#SCAIVPH_00000882,,,,,,,,change of position of a fluid or air,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hupson:SCAIVPH_00001150,,,,,,,,,,,,,,,,,,,,,,,abnormal pharyngeal airflow|turbulent channel flow|glottal flow|pharyngeal airflow|glottal jet|stochastic flow|airflow|flow|fluid flow,,,,,flowing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://scai.fraunhofer.de/HuPSON#SCAIVPH_00001152,molecular entity,molecular entities|biomolecule|biomolecules,"Any constitutionally or isotopically distinct atom, molecule, ion, ion pair, radical, radical ion, complex, conformer etc., identifiable as a separately distinguishable entity.

source: http://purl.obolibrary.org/obo/CHEBI_23367|http://purl.obolibrary.org/obo/CHEBI_23367",false,,,http://purl.org/ddi/owl#chemical_entity,,,,,,,,"Any constitutionally or isotopically distinct atom, molecule, ion, ion pair, radical, radical ion, complex, conformer etc., identifiable as a separately distinguishable entity.

source: http://purl.obolibrary.org/obo/CHEBI_23367|http://purl.obolibrary.org/obo/CHEBI_23367",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hupson:SCAIVPH_00001152,,,,,,,,,,,,,,,,,molecular entities|biomolecule|biomolecules,,,,,,flavin adenine dinucleotide (FAD) cofactor|system of top-shaped hard molecules|Bridged Azobenzene|ethylene-bridged azobenzene|Lennard-Jones molecules|small molecule|small molecules|polyamidoamine (PAMAM) dendrimers|system of mesogenic top-shaped molecules|butyl acrylate|self-assembled monolayer|renin-aliskiren complex|chromophore|solvent molecules|paramagnetic colloidal particles|alkanethiol self-assembled monolayer|biomolecular|Lennard-Jones (L-J) type molecules|interstitial fluid|chlorophyll|Chl|PAMAM|SAM|azobenzene|liposome|liposomes|monolaurin|monomers|solute,,,,,molecular entity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://scai.fraunhofer.de/HuPSON#SCAIVPH_00001202,_Wang-Landau sampling,,"The Wang and Landau algorithm proposed by Fugao Wang and David P. Landau[1] is an extension of Metropolis Monte Carlo sampling. It is designed to calculate the density of states of a computer-simulated system, such as an Ising model of spin glasses, or model atoms in a molecular force field. The idea of the method is to build the density of states using the fact that a system, when being simulated, is generating its density of states. It is the general method to obtain the DOS in a multicanonical simulation.

Initially designed for physical systems, the Metropolis Monte Carlo method was based on Boltzmann's insight that at a given temperature molecules are distributed between high energy, or unfavorable states, and low energy, or favorable states, with a probability given by both the energy difference and the density of states. Thus if there is an extremely large number of less-favored states, the less-favored states will dominate, if the temperature is sufficiently high to overcome the energy difference. This is seen, for instance, when wax melts. At a low temperature only the favorable, solid states are reachable. As temperature rises, a huge number of less favored states becomes possible, and the solid turns into a liquid.

In principle the Wang-Landau algorithm can be applied to any system which is characterized by a cost (or energy) function. For instance, it has been applied to the solution of numerical integrals[2] and the folding of proteins.[3]

source: http://en.wikipedia.org/wiki/Wang_and_Landau_algorithm

1 Wang, Fugao and Landau, D. P. (Mar 2001). ""Efficient, Multiple-Range Random Walk Algorithm to Calculate the Density of States"". Phys. Rev. Lett. (American Physical Society) 86 (10): 2050  053. Bibcode 2001PhRvL..86.2050W. doi:10.1103/PhysRevLett.86.2050. PMID 11289852.
2 R. E. Belardinelli and S. Manzi and V. D. Pereyra (Dec 2008). ""Analysis of the convergence of the 1/t and Wang-Landau algorithms in the calculation of multidimensional integrals"". Phys. Rev. E (American Physical Society) 78: 067701. doi:10.1103/PhysRevE.78.067701.
3 P. Ojeda and M. Garcia and A. Londono and N.Y. Chen (Feb 2009). ""Monte Carlo Simulations of Proteins in Cages: Influence of Confinement on the Stability of Intermediate States"". Biophys. Jour. (Biophysical Society) 96 (3): 1076  082. Bibcode 2009BpJ....96.1076O. doi:10.1529/biophysj.107.125369.",true,,,http://scai.fraunhofer.de/HuPSON#SCAIVPH_00000011,,,,,,,,"The Wang and Landau algorithm proposed by Fugao Wang and David P. Landau[1] is an extension of Metropolis Monte Carlo sampling. It is designed to calculate the density of states of a computer-simulated system, such as an Ising model of spin glasses, or model atoms in a molecular force field. The idea of the method is to build the density of states using the fact that a system, when being simulated, is generating its density of states. It is the general method to obtain the DOS in a multicanonical simulation.

Initially designed for physical systems, the Metropolis Monte Carlo method was based on Boltzmann's insight that at a given temperature molecules are distributed between high energy, or unfavorable states, and low energy, or favorable states, with a probability given by both the energy difference and the density of states. Thus if there is an extremely large number of less-favored states, the less-favored states will dominate, if the temperature is sufficiently high to overcome the energy difference. This is seen, for instance, when wax melts. At a low temperature only the favorable, solid states are reachable. As temperature rises, a huge number of less favored states becomes possible, and the solid turns into a liquid.

In principle the Wang-Landau algorithm can be applied to any system which is characterized by a cost (or energy) function. For instance, it has been applied to the solution of numerical integrals[2] and the folding of proteins.[3]

source: http://en.wikipedia.org/wiki/Wang_and_Landau_algorithm

1 Wang, Fugao and Landau, D. P. (Mar 2001). ""Efficient, Multiple-Range Random Walk Algorithm to Calculate the Density of States"". Phys. Rev. Lett. (American Physical Society) 86 (10): 2050  053. Bibcode 2001PhRvL..86.2050W. doi:10.1103/PhysRevLett.86.2050. PMID 11289852.
2 R. E. Belardinelli and S. Manzi and V. D. Pereyra (Dec 2008). ""Analysis of the convergence of the 1/t and Wang-Landau algorithms in the calculation of multidimensional integrals"". Phys. Rev. E (American Physical Society) 78: 067701. doi:10.1103/PhysRevE.78.067701.
3 P. Ojeda and M. Garcia and A. Londono and N.Y. Chen (Feb 2009). ""Monte Carlo Simulations of Proteins in Cages: Influence of Confinement on the Stability of Intermediate States"". Biophys. Jour. (Biophysical Society) 96 (3): 1076  082. Bibcode 2009BpJ....96.1076O. doi:10.1529/biophysj.107.125369.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hupson:SCAIVPH_00001202,,,,,,,,,,,,,,,,,,,,,,,Wang-Landau method,,,,,_Wang-Landau sampling,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16089909,,,,,,,,,,,,
